title,author,source,description,content,pub_date,url,photo_url
A Fast-Moving Wildfire in Sonoma County Shows No Signs of Slowing. Here’s What to Know,Hillary Leung,Time,Residents of the Northern California county were forced to evacuate as the rapidly burning Kincade Fire fanned southwards.,"A fast-moving wildfire forced the late night evacuations of residents in a northern California’s Sonoma County as intense winds fanned flames southwards and tens of thousands are without power Wednesday night into early Thursday.
The Kincade Fire exploded in… [+1955 chars]",2019-10-24,https://time.com/5709140/sonoma-county-kincade-wildfire/,https://timedotcom.files.wordpress.com/2019/10/california-blackout.jpg?quality=85&w=1200&h=628&crop=1
"People, pets evacuate from path of Calif. wildfire","AP Domestic, AP",USA Today,Hundreds of thousands of Sonoma County residents were ordered to evacuate in the face of a massive wildfire.  Many Santa Rosa residents and their pets are taking shelter at the Sonoma County Fairgrounds in Santa Rosa. (Oct. 27),,2019-10-27,https://www.usatoday.com/videos/news/nation/2019/10/27/people-pets-evacuate-path-calif-wildfire/2481091001/,https://www.gannett-cdn.com/authoring/video-thumbnails/d2b983c5-2b3d-40d5-895c-555c2ce6dded_poster.jpg
Wildfire threat sparks seed-collection projects to reforest charred hillsides,Frank Miles,Fox News,"With warmer temperatures, an increase in the frequency of drought and the severity of wildfires on the rise, many scientists say the necessity of seed collection and reforestation efforts has become more urgent.","With warmer temperatures, an increase in the frequency of drought and the severity of wildfires on the rise, many scientists say the necessity of seed collection and reforestation efforts has become more urgent.
“We’ve had so many large, high-severity fires … [+2532 chars]",2019-10-28,https://www.foxnews.com/science/wildfires-seeds-pine-cones-collected-reforest-hillsides,https://static.foxnews.com/foxnews.com/content/uploads/2019/10/Pine-Cone-Collectors-5.jpg
"180,000 evacuated as wildfire and electricity blackout hits California wine country",Nick Allen,Yahoo.com,"A total of 180,000 people have been ordered to evacuate from a huge swath of northern California's wine country as the state was hit by a destructive wildfire and the biggest electricity black out in its history. The Kinkade fire covered an area of 40 square …","Firefighters in California wine country - REUTERS
A total of 180,000 people have been ordered to evacuate from a huge swath of northern California's wine country as the state was hit by a destructive wildfire and the biggest electricity black out in its hist… [+3328 chars]",2019-10-27,https://news.yahoo.com/180-000-evacuated-wildfire-electricity-230710941.html,https://s.yimg.com/ny/api/res/1.2/ORdnHb66Rwxgu5LN__flog--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyODA7aD04MDA-/https://s.yimg.com/uu/api/res/1.2/RsQUejwrFOIgTEKvoRiOgg--~B/aD0xNTYzO3c9MjUwMTtzbT0xO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en-GB/the_telegraph_258/c4c4af3304b65549174a03cd95417c62
"Residents flee, power cut as crews battle California fire",DON THOMPSON,Yahoo.com,"Cody Rodriguez never went to sleep the night two years ago when wildfire roared out of tinder-dry hills in Northern California wine country, trapping people unaware in their homes and forcing thousands of panicked residents to flee in the dark. ""It has brough…","PETALUMA, Calif. (AP) Cody Rodriguez never went to sleep the night two years ago when wildfire roared out of tinder-dry hills in Northern California wine country, trapping people unaware in their homes and forcing thousands of panicked residents to flee in th… [+4353 chars]",2019-10-28,https://news.yahoo.com/residents-flee-power-cut-crews-053416417.html,https://s.yimg.com/ny/api/res/1.2/y6tRH5OlxlCyClz4GLUUAQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyODA7aD05OTguNA--/https://s.yimg.com/uu/api/res/1.2/LJrNzR5iK5Pm1oS6JNcOGg--~B/aD0yNjQ1O3c9MzM5MDtzbT0xO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/ap.org/99581fb3c4aebaca4c809a3604b81d2f
California wildfires: Millions warned of possible power cut,https://www.facebook.com/bbcnews,BBC News,"An electricity firm says it may have to cut power amid forecasts of a ""historic wind event"".","Media captionJets drop fire retardant on California blaze
Millions of Californians face having their power cut as firefighters continue to battle a surge in wildfires in the state.
Pacific Gas &amp; Electric (PG&amp;E) said it may have to turn off power in … [+5217 chars]",2019-10-26,https://www.bbc.co.uk/news/world-us-canada-50191237,https://ichef.bbci.co.uk/images/ic/1024x576/p07s0flx.jpg
"Fires spread out West, snow slams Colorado",Max Golembo,ABC News,Winds gusted in northern California at 70 to 76 mph and pushed the newly formed Kincade wildfire down a slope causing the fire to explode overnight and is now 5000 acres.,"Winds gusted in northern California at 70 to 76 mph and pushed the newly formed Kincade wildfire down a slope causing the fire to explode overnight and is now 5000 acres.
Interested in Weather?
Add Weather as an interest to stay up to date on the latest Wea… [+1873 chars]",2019-10-24,https://abcnews.go.com/US/fires-spread-west-snow-slams-colorado/story?id=66496068,https://s.abcnews.com/images/US/kincade-fire-california-haworth_hpMain_20191024-074217_16x9_992.jpg
Firefighters battle N. Calif. wine country blaze,"AP Domestic, AP",USA Today,"Firefighters continue to attack a massive wildfire burning in northern California wine country ahead of another major wind event. The blaze has grown to at least 103 square miles, destroying 96 buildings and threatening 80,000 more structures. (Oct. 28)",,2019-10-29,https://www.usatoday.com/videos/news/nation/2019/10/29/firefighters-battle-n-calif-wine-country-blaze/2492525001/,https://www.gannett-cdn.com/authoring/video-thumbnails/495ffe29-19bc-4a6d-a6e2-8b48d66b9807_poster.jpg
The Latest: Couple flees fire after losing home 2 years ago,Associated Press,Yahoo.com,"Mary Ceglarski-Sherwin and her husband Matt Ceglarski-Sherwin lost their rental home in the Northern California city of Santa Rosa during a series of deadly fires two years ago. Early Thursday, they and their two dogs were evacuating from their new home in th…","GEYSERVILLE, Calif. (AP) The Latest on a raging wildfire in the Northern California wine country (all times local):
7:30 a.m.
Northern California authorities have ordered the entire town of Geyserville evacuated as a wind-driven wildfire rages through the w… [+1955 chars]",2019-10-24,https://news.yahoo.com/latest-least-3-homes-destroyed-143417595.html,https://s.yimg.com/ny/api/res/1.2/md_9hhMZi..YtHoyGDk5Xw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyODA7aD04NTMuMzMzMzMzMzMzMzMzNA--/https://s.yimg.com/uu/api/res/1.2/4wNjrwqbX6..5HgwUpMiIA--~B/aD0yMzMzO3c9MzUwMDtzbT0xO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/ap.org/eb75d6138366cbe1d9e2cc3ebd1a184a
How to use memes to help your presidential candidate and fight disinformation,Russell Schneider,Fastcompany.com,"Voters can feel empowered by their ability to have an impact on the 2020 election by creating their own content. In the wake of impeachment proceedings, Trump memes have sparked like wildfire. The sentiments they share range from joy at a potential impeachmen…","In the wake of impeachment proceedings, Trump memes have sparked like wildfire. The sentiments they share range from joy at a potential impeachment to rage at the Democrats for starting the impeachment process. But whatever the spirit of the meme, or the inte… [+5948 chars]",2019-10-21,https://www.fastcompany.com/90418280/how-to-use-memes-to-help-your-presidential-candidate-and-fight-disinformation,"https://images.fastcompany.net/image/upload/w_1280,f_auto,q_auto,fl_lossy/wp-cms/uploads/2019/10/p-1-how-to-use-memes-to-help-your-presidential-candidate-and-fight-disinformation.jpg"
The Kincade Fire Explodes in Wine Country Where a Blackout Was Scheduled,"Yessenia Funes on Earther, shared by Brian Kahn to Gizmodo",Gizmodo.com,"On Wednesday night, the Kincade Fire exploded in Sonoma County. The blaze has burned some 10,000 acres and pushed small towns in the fire’s path to evacuate as it burns largely uncontrolled. Read more...","On Wednesday night, the Kincade Fire exploded in Sonoma County. The blaze has burned some 10,000 acres and pushed small towns in the fires path to evacuate as it burns largely uncontrolled.
The fire comes as California utility PG&amp;E began a second round o… [+2869 chars]",2019-10-24,https://earther.gizmodo.com/the-kincade-fire-explodes-in-wine-country-where-a-black-1839323422,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/vhshv0b6xkfhywqcd4wn.jpg"
"Video shows a Los Angeles fire roaring through a canyon towards homes. The fire has forced around 50,000 people to evacuate.","feedback@businessinsider.com (Rosie Perper), Rosie Perper",Insider.com,"Screenshot/Caleb Lunetta Striking video posted on social media shows a major wildfire currently burning in the canyons of Southern California. The fire, referred to as the Tick fire, has burned 3,950 acres as of 9:00 p.m. local time, and has forced about 50,0…","A striking video posted on social media shows a wall of fire burning in the canyons of Southern California.
The Tick Fire in Santa Clarita, which began on Thursday, is one of the many wildfires currently burning across California.
The video, captured by rep… [+1260 chars]",2019-10-25,https://www.insider.com/video-photos-tick-fire-southern-california-evacuations-2019-10,https://image.businessinsider.com/5db27be9e94e860fda350587?width=1200&format=jpeg
California utility admits it may have ignited fire,ROBERT JABLON and JOCELYN GECKER,Yahoo.com,"California's biggest utility admitted its electrical equipment may have ignited a wildfire burning in wine country Friday, despite blackouts imposed across the region to prevent blazes. Meanwhile, a wind-whipped fire destroyed homes near Los Angeles. More tha…","LOS ANGELES (AP) California's biggest utility admitted its electrical equipment may have ignited a wildfire burning in wine country Friday, despite blackouts imposed across the region to prevent blazes. Meanwhile, a wind-whipped fire destroyed homes near Los … [+3349 chars]",2019-10-25,https://news.yahoo.com/punishing-winds-whipped-california-fires-055147838.html,https://s.yimg.com/ny/api/res/1.2/buvODp7Y0wN0LsMmsTeZ7Q--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyODA7aD03ODUuMDY2NjY2NjY2NjY2Nw--/https://s.yimg.com/uu/api/res/1.2/7CLEDkMcfYEq0mL3QSPzEQ--~B/aD00MjExO3c9Njg2MztzbT0xO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/ap.org/005dc78043c4d1913a93d05e590877db
2.35 Million Lose Power In California As State Faces Extreme Weather and Wildfires,EditorDavid,Slashdot.org,"California's largest power utility began power shut-offs today for an estimated 2.35 million people -- expected to last two days -- after weather forecasts predicted extreme fire danger due to exceptionally dry weather and severe winds, according to the Washi…","California's largest power utility began power shut-offs today for an estimated 2.35 million people -- expected to last two days -- after weather forecasts predicted extreme fire danger due to exceptionally dry weather and severe winds, according to the Washi… [+1063 chars]",2019-10-27,https://news.slashdot.org/story/19/10/27/0251234/235-million-lose-power-in-california-as-state-faces-extreme-weather-and-wildfires,https://a.fsdn.com/sd/topics/earth_64.png
Northern California fire explodes overnight,Mark Kaufman,Mashable,"All it takes is a spark. California's notoriously high, dry, and hot fall winds are sweeping through both northern and southern parts of the state. Right on cue, the Kincade Fire exploded in California's wine country, Sonoma County, Wednesday night. Some 9 ho…","All it takes is a spark.
California's notoriously high, dry, and hot fall winds are sweeping through both northern and southern parts of the state. Right on cue, the Kincade Fire exploded in California's wine country, Sonoma County, Wednesday night. Some 9 h… [+2710 chars]",2019-10-24,https://mashable.com/article/california-kincade-fire/,https://mondrian.mashable.com/2019%252F10%252F24%252F9d%252F064a8b608c5e49f4affdce2f3883ee7f.409da.jpg%252F1200x630.jpg?signature=Kr3UH12tlI-NTOGc0z7LHJ_RW5A=
Wildfire Victims Don't Have Cell Service Thanks to Greedy Telecoms,"Karl Bode, Emanuel Maiberg",Vice News,Letting cheapskate corporations dictate government policy doesn’t end well for disaster victims—or anybody else.,"The California wildfires and PG&amp;Es incompetence are having a terrifying impact on the residents of California, who face not only immense risk to life and property, but a growing number of power and telecom-related outages that make a bad problem worse. 
… [+5548 chars]",2019-10-29,https://www.vice.com/en_us/article/ywa4p5/wildfire-victims-dont-have-cell-service-thanks-to-greedy-telecoms,"https://video-images.vice.com/articles/5db88589d8e59700927334de/lede/1572374377351-GettyImages-591911482.jpeg?crop=1xw:0.84375xh;center,center&resize=1200:*"
